,id,tweets,label
3816,3816,Wow  earthquake in Chile PrayChile,0
6552,6552,Footage shows the moment the devastating quake shatters Nepal CCTV footage has emerged of the moment a devas,1
4331,4331,Here is a look at Tsunami energy map from the Chilean Earthquake Most energy aimed to the westsouthwest tsunami http,0
1494,1494,Where is all the television reporting on Balochistans Earthquake The newspapers have banner headlined it DiffBetweenP,0
1089,1089,In pictures Pakistan earthquake bbc  Earthquake,0
7985,7985,India assisted in evacuation of  nationals frm  countries frm Nepal via commrcial  IAF aircraft  h,1
4333,4333,PrayForChile Terrible video about airplane taking off in Chile totally stressful about tsunami,0
755,755,Temblor M  km NE of Borazjan Iran  Earthquake Sismo,0
410,410,Please Help the EarthQuake Victims directly Instead of Pakistani Army or Government,0
8431,8431,Nepal earthquake death toll exceeds  – rolling report Rolling coverage of developments in Himalayan nation,1
6448,6448,NepalQuake Watch this update from our emergency response team as they prepare to leave for Nepal,0
1201,1201,USGS reports a M earthquake km N of Pahrump Nevada on    UTC  quake,0
8162,8162,To all those who reach to preach NepalEarthquake,0
5449,5449,Stay safe guys Our prayers go out with you all PrayForChile,0
4204,4204,Chiles Interior Minister Rodrigo Penailillo says five people have died in the  magnitude quake chilequake,1
2530,2530,Seven Common Earthquake Myths Exposed  NBC Southern California,0
4982,4982,Observed tsunami heights reached nearly  feet in the Chilean port city of Iquique in the wake of ChileEarthquake,0
6358,6358,Leaving for Kathmandu on TG now So looks like airport is open for normal flights for the moment,0
4653,4653,readingnow news Chile Rocked Again by Powerful Earthquake   socialmedia,0
738,738,magnitude earthquake km NW of Saumlaki Indonesia,0
7922,7922,Looking down on the Himalayas Kathmandu and Mt Everest Praying for everyone affected by the NepalQuake,0
7468,7468,NepalQuakeRelief Serious logistical problem Ineffectiveness of the government and dirty politics C K Lal next,0
2411,2411,Damage From California Quake Could Top  Billion The magnitude earthquake damaged buildings knocked out power to thousands and,1
2025,2025,CAN  NEWS   HOT NEWS  Earthquake Today Northern California earthquake the strongest in  years,0
643,643,Another earthquake hits southwest Pakistan   So far  dead,0
6287,6287,KM from Kathmandu coming from Pokhara Road is  clear Lots if devastation in villages tho NepalEarthquake,0
7813,7813,What makes the one direction fandom the best out of all is the fact we help each other and the people around the world s,0
2440,2440,USA  NEWS   HOT NEWS  earthquake Three Critically Injured Almost  Treated At Napa Hospital Foll,1
7996,7996,For those who dont know a devastating earthquake hit Nepal Please click the link for the relief fund,0
6615,6615,Want to help in Nepal If you can donate through the IFRC  website    Please spread,0
1546,1546,Temblor M  km SE of Punta Cana Dominican Republic  Earthquake Sismo,0
2684,2684,This little fella cant be bothered by the Napa earthquake Stay strong BayArea  Dropcam BabyMonitor,0
5298,5298,Another earthquake registered in Chile magnitude,0
2062,2062,Napa Quake  poorcar california earthquake,0
7406,7406,British archeologist terrified after narrowly escaping death in Nepal earthquake,1
6661,6661,NepalEarthquake To get a better idea of the damage caused watch these images taken from an unmanned drone,0
1159,1159,Pakistan Rangers Arrest  Suspects in Karachi Raids,0
5293,5293,Thinking about the people of Chile today PrayForChile Text CHILE to  to Have OneTime  Donation to,0
1807,1807,WhereIsNationalCounterTerrorismPolicy Nawaz shud know there is country call Pakistan He is incharge of it earthquake terrorism flood,0
2991,2991,Earthquake Warning Systems Exist But California Wont Pay for One  UniteBlue,0
5829,5829,Kathmandu airport shut down following  magnitude earthquake Read Full story of Kathmandu airport shut dow,1
487,487,Earthquake in Balochistan Tremors felt in Delhi Clear proof of Indian involvement in Balochistan,0
4663,4663,Let us not be argumentative to our masters Colossians  Ephesians  Titus  PrayForChile,0
4308,4308,Were live from Caltech on Chile earthquake updates Watch,0
4362,4362,Eat sleep eat repeat  Comedor FIC UNI,0
2866,2866,After earthquake emergency declared by California Governor,0
145,145,Female Pillionrider killed by unknown assailants in Lahore  News Tribe Geo News PakistanFemale P,0
4709,4709,earthquake strikes northern Chile authorities order evacuation of nearby coastal areas in case of a tsunami,1
1067,1067,If the TTP opens office in Pakistan itll also create job opportunities for the unemployed Pakistanis said an ambit,0
2419,2419,South Napa Earthquake Woke Up Many Fitness Trackers Reveal,0
6644,6644,Santa Barbara Search Dog Handler Headed To Nepal,0
3521,3521,Prayers to all affected by napaearthquake this morning,0
7795,7795,IAF is evacuating  persons from Kathmandu today Pls ask your relatives to get in touch with Indian mission there,1
1721,1721,USGS reports a M earthquake km SSE of Hawthorne Nevada on    UTC  quake,0
6135,6135,Where is Nepals Prime Minister Anybody knows,0
323,323,Private Message Nawaz Sharif Said in UN that Pakistan is Responsible Nuclear Country NewYork USA India Asia,0
3662,3662,MikeDronkers Look at this   Animation Shows Chile Tsunami Rippling Through Pacific Ocean,0
2141,2141,Northern California earthquake is the strongest in  years Editors note Are,0
2186,2186,MY TEAM MT  Napa skaters finding upside to quake damage Photo from nbcbayarea photog Jeremy Carroll ht,0
4484,4484,My prayers go out to those effected by ChileEarthquake,0
3497,3497,The  shelters in Napa and Vallejo remain open to assist those affected by the earthquake NapaQuake,0
4988,4988,earthquake km WSW of Iquique Chile Apr   at epicenter m ago depth km,0
5553,5553,donate to nepal if you havent disease usually follows earthquakes,0
7777,7777,Aircraft to evacuate Canadians set to arrive in earthquakehit Nepal,1
3984,3984,That Earthquake in Chile was not playing now I hear that Mexico could be in a warning like wtfPRAYFORLATINA,0
1634,1634,Earthquake M  km WSW of Iranshahr Iran Monday September    UTCMonday September,0
5027,5027,Bad News Barret No podia faltar xD WWEHOF,0
8216,8216,Earthquake in Nepal Kills Hundreds and Levels Buildings  New York Times,0
1353,1353,Earthquake of M  km W of Ashkasham Afghanistan,0
2567,2567,Napa quake PETS media sez take stray  animal shelter on Hartle Ct we say dont assume  stray or lost sheriff n,0
3405,3405,Strong Earthquake Rocks San Francisco Bay Area At Least  Injured  San Francisco Earthquake  SanFranciscoEarthqua,1
6577,6577,The ELCA is already responding for the people of Nepal Read more here  ELCA,0
6695,6695,People in Nepal need our help Donate today to send desperately needed medical supplies at,0
6912,6912,Please see our update on the Earthquake in Nepal this evening,0
6366,6366,India has demonstrated its global leadership in recent weeks st in Yemen  now in Nepal Were grateful US Envoy,0
2599,2599,USA   earthquake Even buildings with seismic retrofits damaged in Napa earthquake janinebucks C,1
6087,6087,Apple opened its first showroom in kathmandu nepal last march   business startups,0
3499,3499,A very Californian way of dealing with the  earthquake in Napa overnight via,0
1009,1009,As if Pakistan state  all others dont do this   Disturbing c BLF treating quake in Awaran as strate,0
469,469,USGS Breaking M  km S of Volcano Hawaii  PastHour  earthquake tsunami prayfromjapan,0
4253,4253,magnitude earthquake strikes Chile,0
3748,3748,Thoughts with everyone in Chile affected by the earthquake x PrayForChile,0
7038,7038,If Youre Worried About Loved Ones In Nepal This App Could Help In the wake of a devastating earthquake in Nepal,0
7857,7857,Urgent relief needed to bring aid to survivors of NepalEarthquake Text MFR to  to support,0
8498,8498,Nepal earthquake climber captures Mount Everest avalanche  cnews,0
4704,4704,Thoughts are with Chile,0
5137,5137,earthquake km SW of Iquique Chile Apr   at epicenter m ago depth km,0
486,486,Balochistan earthquake Magnitude  aftershock hits Awaran  Pakistan via,0
6489,6489,Support Nepal  donate   NepalQuakeRelief,0
5079,5079,justinbieber my idol my world my life,0
6434,6434,Nepal earthquake injured mountaineers choppered off Everest,1
7898,7898,Powerful quake kills nearly  people in Nepal toll expected to rise,1
4377,4377,New Crushing Operation and Maintenance Seminar in Chile  flsmidth,0
6505,6505,Millions of children in danger after NepalEarthquake  Text NEPAL to  to donate  TCs  http,0
1936,1936,VinciMike City of Los Angeles California Hollywood Preparete Repent For The Great Earthquake Prophesied Shaloom,0
7793,7793,Our thoughts are with Nepal  many neighbors are originally from Nepal  easy ways to contribute to relief efforts ht,0
6443,6443,No time to lose Global response to Nepal quake gears up LONDON AP  There is still time to save lives  thats why governments an,0
3433,3433,Crazy busy daynight at CBS  our crews out in the field Thoughts r w NapaQuake victimsthis is a serious blow to,0
4190,4190,ANFGF Chile rocked by massive earthquake,0
8015,8015,Earthquake has shifted Kathmandu  feet closer to India away from China It was Gods punishment to Nepal for cosying up to China,0
4384,4384,Earthquake at km WSW of Iquique Chile  M Depth  Km    UTC,0
3546,3546,Im taking over coverage of the napaquake from downtown The damage looks striking in person,1
1843,1843,News The villages that were  Earthquake Pakistan,0
6266,6266,American Beverly Brown Brooksher group who were reported missing are safe Langtang hope Nepal,1
5029,5029,PrayForChile Chile earthquake ChileEarthquake FuerzaNorteDeChile Ketamine exciting depression therapy,0
4328,4328,BREAKING Large earthquake strikes off northern Chile  seismologists,0
7122,7122,The sight of my flag here makes my heart sink vSkyNews NepalEarthquake triggers avalanche near Everest Base Camp,0
7310,7310,Missing Adelaide man Zac Sheridan calls his family from Nepal  spoke to his brother,1
552,552,USGS alert M  Southern Yukon Territory Canada  Pastday earthquake tsunami prayfromjapan,0
7332,7332,Quakehit Nepal on war footing Nepal is on a war footing as it struggles to meet the overwhelming need fo,0
7843,7843,Nepal earthquake Brit among  killed Foreign Office confirms,1
4523,4523,President declares northern Chile disaster area after quake,0
8468,8468,Prayers sent to all those effected by Nepal earthquake ὤF Candy SasuSaku NepalEarthquake Naruto,0
5169,5169,My most sincere support to all the people affected by the terrible earthquake in Chile,0
5932,5932,For generations the brave Gorkhas have defended India India goes all out to pay back that debt NepalEarthquake,0
3839,3839,Another earthquake hit Iquique  D,0
3745,3745,Here is a graphic showing tsunami energy generated from yesterdays  Chile earthquake,0
3346,3346,Damaged chimney being taken down before it falls napaquake,0
7438,7438,Nepal scrambles to organize quake relief many flee capital  worldnews news breakingnews,1
3561,3561,Napa Earthquake Victims Urged to Only Hire Licensed Contractors for Repairs  Cal OES Newsroom,0
328,328,Earthquake Pakistans National Institute of Oceanography say island a temporary thing It may disappear next monsoon,0
8428,8428,Help us help Nepal NFF is sending responders for rescue  recovery We need your donation to help those affected ht,0
3917,3917,Thankfully my sister and her little family are okay down there in Chile PrayForChile,0
7261,7261,Nepal unable to channel aid toll could touch   With just two more persons rescued alive from under quake de,1
692,692,New Earthquake Pasthour M  Northern California,0
3658,3658,BREAKING Strong aftershock hits off the coast of northern Chile no magnitude yet local authorities say no tsunami warning is,0
990,990,Three trucks relief good r ready to send earthquake affected areas of Balochistan by MQM  KKF today ReliefByKKF,0
3477,3477,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets To quote Jurassic Parks esteemed fictiona,0
6861,6861,MannKiBaat today was superFrom Yemen to Nepal  from Sports to SupportExcellent,0
4224,4224,Sociedad Quimica y Minera de Chile  SQM Reports Preliminary Effects of Earthquake in Northern Chile on its  SQM,0
1259,1259,AnjumKiani  Fingers crossed personnel martyred as BLABLF terrorists open fire on a EarthQuake relief facility in Panjgur Balochistan  Pakistan,0
861,861,NASA Releases Images of Pakistan Gawadar Mud Island Formed By Earthquake,0
1534,1534,With the increase in Electricity tariff and Fuel will Businesses increase salaries for their employes to counter this Pa,0
8204,8204,Dont expect much from the government buy water purifiers clean your surroundings wash your hands Help the you can ItsUpToUs Nepal,0
8024,8024,The news has just picked up   magnitude earthquake hit Nepal killing  people prophecy of more earthquak,1
6254,6254,NepalQuake Kathmandu airport is now open Was closed following massive earthquake Deep Kumar Upadhyay Nepals ambassador t,0
5300,5300,Confirmed Dead In Chile After Massive Earthquake Struck Two people were confirmed dead and three were serio,1
6744,6744,Damage in Nepal is massive It will take long to recover out of this tragedy,1
2451,2451,am Aug  status report on the South Napa Earthquake has been posted at,0
2584,2584,WATCH LIVE ABC breaking news coverage of South Napa Earthquake,0
7442,7442,Year    Tectonic Hazards  Nepal quake Relief operation faces challenges,0
7090,7090,Ishan   Iman  shaved their heads in mourning after funeral of their mother Ishara a victim of Nepalquake,1
6998,6998,oh man this nepal earthquake feels like deja vu from the day after tomorrow,1
5304,5304,The magnitude  earthquake that struck Chile yesterday may be part of a cascade of major quakes,0
4986,4986,My follower please Pray for them  PrayForMH PrayForSouthKorea PrayForSinabung PrayForIndonesia PrayForChile Pra,0
4798,4798,FuerzaNorteDeChile PrayForChile hoping the people over at the north are safe and things dont get worse,0
6103,6103,Ericssonpress Ericsson Response now on the ground in Nepal to support emergency and rescue effort TechnologyforGood,0
6847,6847,UK dog teams at Delhi whilst on route to Nepal,0
1383,1383,Pakistan church bomb Christians mourn  killed in Peshawar suicide attack  The Guardian  IIC,1
1587,1587,Drones have killed  in  years with  Militants  no IDPs but Pakistans army operations have killed s  peopl displac,0
8011,8011,Oh my God  VIDEO monthold baby rescued alive from debris in Nepal CLICK here,1
8067,8067,My friend is in Red Cross and currently in Nepal helping out the locals The locals are staying strong and smiling,0
5134,5134,He encontrado What A Fool Believes de The Doobie Brothers con Shazam,0
7808,7808,Death toll from NepalEarthquake jumps to  including  from Kathmandu valley police say,1
5622,5622,NDRF teams have been sent to affected areas   NepalEarthquake,0
1415,1415,Video MQM Quaid Altaf Hussain Appeals to Philanthropists for Generous Donations ReliefByKKF Pakistan,0
1650,1650,News Balochistan quake Aftershock of magnitude  hits Awaran  Islamabad,0
3886,3886,People living in coastal areas of Chile were evacuated The earthquake killed  people  men  woman and damaged s,1
7778,7778,narendramodi thanks modi ji for your quick action for nepal earth quake and quick relief to nepal peoples,0
7485,7485,Nepal needs help I have been personally involved with  I trust them completely Please donate,0
3841,3841,rt for an indirect {mbf},0
2318,2318,The damage is devastating but we are Napa Strong napaquake wewillsurvive,1
4382,4382,AP News Minute Fort Hood shooter identified Chile residents stranded after earthquake more News Videos,0
7194,7194,URGENT Canadian national Julia  Ricky are missing They were travelling since  april  both ft tall NepalQuake http,1
6538,6538,NepalQuake Day  Update Aftershocks subside but huge need for rescue relief,0
6671,6671,aftershock until now siince this morninng please stop it NepalEarthquake,0
6283,6283,Canada announces   million for emergency relief programmes Russia to sent a rescue team to land later on today Nep,0
5915,5915,Shadowblader in nepal people died and many homes and buildings got crushed from an earthquake very recently,1
3769,3769,Hey brother do you still believe in one another,0
7938,7938,Powerful quake near Nepal capital causes widespread damage avalanche near Everest base camp,1
6870,6870,Nepal what has happened is unfortunate  beautiful country  now on its knees NepalEarthquake NepalQuake NepalQuakeR,0
6069,6069,Were providing warm clothes blankets  hygiene kits to children in Nepal  all thanks to your amazing support http,0
7940,7940,Nepal hits me at home man,0
4166,4166,are you my voyuer chile,0
6246,6246,Do you speak Nepalese or Bhasa If so please join our crisis response team for Nepal earthquake Email rebeccatranslato,0
2037,2037,How the Napa earthquake affected Bay Area sleepers,0
6117,6117,If you think Israels Nepal aid is hasbara youre missing a critical fact about Israel it doesnt care about you,0
4538,4538,MsAmberPRiley hello again ask prayer for chile another earthquake slammed our country today at  please pray for our country,0
1500,1500,Madrid Derby tou hojaye yaar pehle bas  Earthquake,0
2395,2395,The Federal Reserve must help rebuild our earthquake stricken region with  percent disaster loans repayable over  y,0
1818,1818,USGS M  km NNE of Road Town British Virgin Islands  earthquake,0
6599,6599,NepalQuakeRelief Annapurna Base camp  and camp  note,0
2591,2591,Expert urges California nuclear plant closure over earthquake threat Former lead inspector for Diablo Canyon,0
8289,8289,NepalQuakeRelief donations so far   countries  M  nonprofits  M More,0
4789,4789,Sea and sky Miamibeach,0
1357,1357,Sismo Earthquake M  km NW of The Geysers California,0
535,535,According to UNDP Earthquake Update Death toll rises to   Balochistan  Quetta  Awaran Pakistan,1
8113,8113,Nepal Government Contributes  billion to Private Message Relief Fund,0
7925,7925,Shelter Dogs Now Helping Save Lives In Nepal Following Earthquake,0
5386,5386,JUST IN Tsunami warning issued for Chile and Peru after  aftershock strikes off Chilean coast,0
1443,1443,New Earthquake Pastday M  Puerto Rico region,1
7764,7764,Ya Allah make it easy for all those under difficulty at this time Islam Dua NepalEarthquake,0
4502,4502,Live Tsunami strikes Chile after earthquake measuring  on the Richter scale causes huge wave,0
4368,4368,TokyoTomBaker Just occurred to me last night how much force tsunami must have to reach us from Chile in  hours,0
1164,1164,earthquake M   NorthAmerica Mexico Estado de VeracruzLlave Sayula de Aleman Preliminary Earthquake,0
7600,7600,God have mercy IndiaToday NepalEarthquake monthold baby rescued from rubble,1
7011,7011,Mashable  Nepals historic Dharahara Tower collapses in massive earthquake,1
249,249,Awaran is one of poorest areas in Pakistan with development indicators worse than Ethopia Balochistan earthquake,0
632,632,Fahdhusain PAKISTAN Nawaz Blundered By Going Against Kayanis Warning Not To Adopt A Surrender Strategy  BBC,0
5566,5566,Quake destroys buildings in Nepal capital,1
4953,4953,jotameroje How is the situation in Chile after the earthquakeIs your area OK,0
1672,1672,meharfkhan You are churning out political shit and nonsense I never said anything about Pakistan and I only have feelings for the ones,0
7888,7888,BREAKING Death toll in Nepal after earthquake stands at  spokesman for Nepals Ministry of Home Affairs says,1
1210,1210,USGS alert M  Central California September    GMT  earthquake tsunami prayfromjapan,0
3064,3064,Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California Michael Snyder If you http,0
1840,1840,New Earthquake Magnitude  Monday September   at  am NZDT  km east of Seddon Public ID,0
5438,5438,Photo Crowds in Iquique Chile following large earthquake,0
1289,1289,Sep BBC  Pakistani quake area struck again  Pakistan 巴基斯坦 地震 EAHQUAKE Awaran Balochistan 俾路支斯坦 پاكِستان,0
2858,2858,California Quake Means Big Damage For Napa Valley Wineries Its still too early to tell just how much the mag,1
6101,6101,Appropriate that  will be at ScotchForACause tonight to benefit  sisters in Nepal  htt,0
466,466,Be it France or UK Muslim Girls are fighting  their Rights  wear Hijab in SchoolsColleges but in Pakistan its the opp,0
8041,8041,Prayers for those affected in Nepal,0
1701,1701,Signs of Latter Days Malfoozat Vol pg   Surah AlZilzal v   Promised Messiah as earthquake Ahmadiyya,0
3732,3732,Prayers out to the people affected by that Chile earthquake,0
1483,1483,earthquake NZ Magnitude  Tuesday October   at  am NZDT  km southeast of New Plymouth,0
6683,6683,List of doctors and hospitals in Nepal Please Share  NepalEarthquake,0
7974,7974,Nepal Earthquake Losses Could Top  Billion Little Insurance Coverage,0
6027,6027,Dear tweeps people of Nepal still need your help amplify the voices of those on the ground to help with relief efforts,0
1728,1728,Pic KKF send relief goods for Balochistan Earthquake Victims ReliefByKKF MQM Pakistan,0
3159,3159,USGS says there have been more than  Napa earthquake aftershocks since Sunday Four have been larger than  in magnitud,0
2964,2964,LosDelSonido N California Earthquake Damage Could Reach B Northern California is cleaning up one day after suff IvanBerroa,1
720,720,Plz beware the fake profiles spreading fake news using identical tweets We Baloch love PakArmy EarthQuake Awaran ht,0
4178,4178,Last night a magnitude  Earthquake hit off the coast of Chile immediately after a CoronalHole opened up on the earthfacing disc,0
6582,6582,quality sources for supporting relief efforts in Nepal,0
811,811,ReliefPK MT  Pakistan immed needs water sanitation shelter medical Oxfam aid stocks in Hyderabad being mobilised hmrd,0
4432,4432,So sad news Prayer is our greatest donation and faith is our best armor PrayForChile,0
7494,7494,Nepal  How to help A list of toprated charities working on relief after quake,0
2041,2041,magnitude earthquake critically injures  people in Napa California,1
4757,4757,USGS reporting  magnitude earthquake off Chiles coast km SW Weaker than last night but much closer to shore,0
1611,1611,Earthquake of M   km WNW of Green River Wyoming,0
3625,3625,PrayForChile Chile earthquake ChileEarthquake FuerzaNorteDeChile Expertos afirman que riesgos para la salud de misiones a Marte supe,0
4804,4804,Iquique has a population of about  and the earthquake happened almost directly under it PrayForChile,0
408,408,earthquake M   SouthAmerica Chile Antofagasta Calama Preliminary Earthquake Report DateTime,0
2712,2712,Avast Quake Jolts California Wine Region  AlejandroLazo KellyHuston NapaCounty UptownTheatreNapa,0
6542,6542,One aftershock at  NST struck within  miles of Kathmandu  further quakes could be up to M in same area http,0
3083,3083,California earthquake The Ruins of San Francisco In the spring of  a young Englishman arrives in San Francisco,0
8075,8075,Nepal Telecom survives  earthquake while smaller ISPs suffer outages,1
7889,7889,Jamie McGoldrick head of   speaks to    on NepalQuake,0
5031,5031,Chile rocked by magnitude earthquake  hours after another big quake STORY,0
6168,6168,The Latest on Nepal Protesters complain no aid reached them  Free tool online,0
3445,3445,USA   Dozens injured  critically after strong earthquake in California USA  CNN  A mag,1
4854,4854,Chile hit by  magnitude earthquake five killed  ABC News Australian Broadcasting Corporation,1
4222,4222,Such a large event    M Earthquake Strikes Chile  Tsunami warnings were issued,0
5708,5708,Heard a rumour that I am donating GabbarIsBacks st day collections to the NepalEarthquake victims cont,0
3235,3235,California skaters turn quakedamaged roads into playland    JerryBrown PhotoGettyImages SanFranciscoBay,0
2134,2134,Napa earthquake lessons How to prepare your business for disaster  smallbiz napaquake,0
7552,7552,Me Wow thats really sad  What is Me Whats happening in Nepal Rek Whos Paul typical outrinn,0
6660,6660,Month Old Baby Found Alive After  Days Under Nepal Earthquake Rubble,1
1425,1425,Just listened to  released song earthquake  chills man chills,0
1990,1990,The San Francisco Earthquake In Wine Country Injured Dozens Of People,1
2259,2259,Teen crushed by bricks in Napa earthquake recounts pain fear,1
1737,1737,Relief workers security officials attacked with guns rockets while trying to reach Pakistan earthquake victims,0
2473,2473,Prayers for all in napaquake,0
2631,2631,Willie Brown will present Napa Valley Unified School District  with a check from Raiders to assist in efforts to reco,0
3178,3178,Napa earthquake damage and insurance losses could cost billions  napaquake,1
6463,6463,BeingSkChetan Sorry Nepal not Japan Plz Pray for Nepal Country,0
3136,3136,yare UPDATE California wine country quake losses seen in the billions  Reuters CNNUPDATE California  yare,1
7422,7422,Aditya Ghosh Indigo We are willing to run extra planes to Nepal,0
2933,2933,magnitude earthquake hits northern California,0
3962,3962,Watch new  SalArmy responds to  ChileEarthquake PAs flea market next Supermarket Sweep Watch,0
5098,5098,Chile is awful I pray for you PrayForChile,0
5320,5320,Chile had a  earthquake thats x the nagasaki atom bombs energy this aint april fools nature dont fuck around ht,0
5770,5770,Please share Earthquake helpline numbers NepalEarthquake Nepal earthquake,0
4774,4774,M atershock  NEAR THE COAST OF TARAPACA CHILE earthquake,0
1129,1129,Prominent legislators fail to submit statement of assets within deadline ISLAMABAD Over  l  pakistan news,0
4015,4015,being in a really small earthquake like that really makes you realise how terrifying it mustve been for all those in Chile PrayForChile,0
387,387,Please pray for all those affected by Tuesdays earthquake in Pakistan which killed more than  people,0
5693,5693,Spain seeks Indias help in getting its nationals out of Nepal  The Times of India  via,1
1397,1397,earthquake M Southern Alaska,0
4349,4349,Just in  earthquake struck Iwate Prefecture northern Japan at pm US EDT same area is seeing mini tsunami fr,0
2550,2550,OviiStarz Boy Hurt in California Quake I Should Be Dead  BryanStarz,1
5601,5601,Aerial footage from Nepal reveals earthquake devastation,1
2528,2528,USGS reports a M earthquake km SW of Fontana California on    UTC  quake,0
2432,2432,House candidate JamesHinton FederalReserve must help rebuild NapaSonomaNorthBay c  year loans TODAY,0
3639,3639,We send our prayers to the people of Chile  We are aware a former monarch has been doing social work in the region f,0
8363,8363,UN launches Nepal earthquake appeal,0
876,876,Jee oh Shera Petrol  Rs In one week Dollar  Rs In one week Electricity  Rs In one week Thorai din hain aap ke PMLN Pakistan,0
6889,6889,My heartfelt condolences to all the Nepali families which are affected by the earthquake NepalEarthquake PakStandsWithNepal,0
6035,6035,M allocation fm  means that critical lifesaving work can be scaled up immediately  NepalQuake,0
2676,2676,Californias  quake Sunday was the largest to hit the Bay Area since   Photo,0
7669,7669,An avalanche triggered by a massive earthquake swept across Everest Base Camp on Saturday,0
6384,6384,Two types of vultures out on the prowl in the wake of NepalEarthQuake  Indian Journalists  Christian Missionaries Caut,0
5082,5082,UPDATE Officials say no Tsnuami threat from Chile earthquake in Alaska West US Coast Strong currents possible in Hawaii,0
3872,3872,Chile quake evacuation under way  Chile earthquake,1
5895,5895,My thoughts and prayers are with the proud brave people of Nepal Such a devastating tragedy Ὁ God bless,0
5093,5093,BREAKING Chile hit with magnitude aftershock day after magnitude earthquake,0
3609,3609,Find out how you can help those in need after the magnitude earthquake in Chile HerbalfeFamilyFoundation,0
2,2,earthquake M Puerto Rico region,0
7663,7663,Fullest admiration to doctorssoldiersairmennursesothers working to give relief to the victims of Nepal earthquakeY,0
3786,3786,RENZO HERMOSO CON SENTIMIENTOS OMGGGGGGGGGGGGGGG,0
6346,6346,No casualty of Kashmiris reported so far due to earthquake in Nepal All the Kashmiri shopkeepers and tourists in Kathmandu,1
8231,8231,Help make it happen for Nepal Earthquake Relief Fund Worst affected areas on,0
619,619,Local sources say more than  dead over  injured by earthquake Awaran,1
6156,6156,Nepals Hospitals Swamped as Number of Deaths Crosses Mark Thousands Injured Overwhelmed doctors moved hundreds of patients o,1
5852,5852,AndhraPCC abki baar fenku sarkartwo untruths propagated by modi govtindia host  olympicsRSS sent K people to NepalUnmasked now,0
4147,4147,Chiles magnitude  earthquake kills  causes small tsunami Hawaii evaluating risk,1
2869,2869,We now have more than  photos of earthquake damage from Napa  Tons of coverage on  htt,0
6270,6270,VOLUNTEERS NEEDED meeting at Yellow House Sanepa at pm to coordinate the relief operations outside KTM NepalQuakeRelief,0
307,307,Earthquake   km WSW of Iranshahr Iran,0
3660,3660,I needa boost my followers follobackforfolloback follobackinstantly girls boys PrayForChile ThisCouldBeUsButYouPlayin yeet,0
900,900,of Pakistan Navy men reach Earthquake hit Awaran Balcohistan to take part in rescue operations,0
4573,4573,GOD always with us  PrayForChile,0
7732,7732,Weve closed the LoverOfLife contest due to massive earthquake in Nepal and India We pray for the well being of affecte,0
5884,5884,Just one BBC News FB post on NepalQuake from last weekend  NB The page has k fans in Nepal and million in India,0
5021,5021,Justinbieber  said  PrayForChile,0
6499,6499,YPG  YPJ condolences  solidarity with victims of NepalEarthquake RojAva Kobane Kurdistan twitterkurds,0
1144,1144,Pic KKF send relief goods for Balochistan Earthquake Victims ReliefByKKF MQM Pakistan,0
1065,1065,USGS reports a M earthquake km N of Road Town British Virgin Islands on    UTC  quake,0
8185,8185,Nonprofits n donors Make sure you select credible local partners n that you enforce strict anticorruption mechanism NepalQuake,0
3801,3801,Chile we are praying for you PrayForChile,0
4969,4969,PrayForMH PrayForChile PrayForSouthKorea PrayForSinabung PrayForNigeria PrayForRiau PRAYFOHEWORLD,0
925,925,USGS alert M  Puerto Rico region September    GMT  earthquake tsunami prayfromjapan,0
1381,1381,Those who r firing on rescue teams choppersdey shw b arstd nd den dropd frm same choppers frm  feet aboveBaloch,0
793,793,USGS Breaking M  km WNW of Cobb California  PastHour  earthquake tsunami prayfromjapan,0
6131,6131,Some good news out of Nepal finally Sharing a story from our friends at the,0
158,158,While Earthquake effected areas of Balochistan yearn for relief but militants continue to target military helicopters with rockets,0
6185,6185,Fantastic   Help for Nepal from  So proud to be a rotarian,0
3528,3528,Napa boy crushed by brick chimney in  quake I should be dead,1
3973,3973,Whatever you gotta do today just remember  do not forget to PrayForChile,0
4467,4467,Reseeding ocean in Cartagena Chil  Pacific Chile Hawaii SouthAmerica Tsunami via,0
2458,2458,finance financenews Strong California quake shakes famed wine country – The Seattle Times,0
195,195,Pic KKF Send Relief Goods For Balochistan Earthquake Victims ReliefByKKF MQM,0
5599,5599,Tremors are decreasing  NepalQuake,0
5446,5446,Chile got a  earthquake  prayers go out to them,0
5535,5535,TeamYamita Reporters Notebook Grace and Hope Found Amid the Destruction of Nepal Quake  Unete A TeamYamita,0
5876,5876,Were on the ground responding to NepalEarthquake Donate now to help,0
7807,7807,BREAKING Police say at least  people have been confirmed dead in Nepal after massive quake,1
2927,2927,Earthquake in California Napa shaken Bay Area stirred  via,0
7666,7666,Many of Kathmandus iconic buildings were lost in the earthquake that rocked Nepal,1
5826,5826,RAW FOOTAGE Powerfull Earthquake  M in Kathmandu NEPAL,0
79,79,According to Neta Crawford total deaths in Afghanistan about same as in Pakistan Big difference In Pakistan NO US casu,1
5953,5953,Another SoulVultures NepalEarthquake,0
5249,5249,Hawaii under tsunami advisory due to earthquake off Chile,0
7782,7782,Dr Gupta helps with quake victims surgery patients pour in  NepalQuake on CNN Homepage,0
